objectid,event_month,event_dow,event_hour,event_type
68425,November,Friday,14,Suicide-related
68428,November,Friday,3,Suicide-related
68430,November,Friday,1,Suicide-related
68442,November,Friday,20,Suicide-related
68444,November,Friday,19,Suicide-related
68445,November,Friday,0,Suicide-related
68447,November,Friday,14,Suicide-related
68448,November,Friday,20,Suicide-related
68456,November,Friday,22,Suicide-related
68459,November,Friday,13,Suicide-related
68461,November,Friday,13,Suicide-related
68462,November,Friday,13,Suicide-related
68465,November,Friday,11,Suicide-related
68466,November,Friday,21,Suicide-related
68468,November,Friday,18,Suicide-related
68469,November,Friday,9,Suicide-related
68472,November,Friday,11,Suicide-related
68476,November,Friday,18,Suicide-related
68477,November,Friday,14,Suicide-related
68481,November,Friday,15,Suicide-related
68482,November,Friday,13,Suicide-related
68483,November,Friday,14,Suicide-related
68485,November,Saturday,21,Suicide-related
68493,November,Saturday,12,Suicide-related
68500,November,Saturday,13,Suicide-related
68502,November,Saturday,7,Suicide-related
68506,November,Saturday,4,Suicide-related
68508,November,Saturday,16,Suicide-related
68509,November,Saturday,19,Suicide-related
68513,November,Saturday,9,Suicide-related
68514,November,Saturday,23,Suicide-related
68515,November,Saturday,19,Suicide-related
68516,November,Saturday,23,Suicide-related
68517,November,Saturday,9,Suicide-related
68522,November,Saturday,18,Suicide-related
68526,November,Saturday,14,Suicide-related
68527,November,Saturday,20,Suicide-related
68530,November,Saturday,0,Suicide-related
68532,November,Saturday,23,Suicide-related
68537,November,Saturday,22,Suicide-related
68538,November,Saturday,20,Suicide-related
68539,November,Saturday,19,Suicide-related
68545,November,Sunday,0,Suicide-related
68546,November,Sunday,13,Suicide-related
68547,November,Sunday,2,Suicide-related
68552,November,Sunday,17,Suicide-related
68554,November,Sunday,2,Suicide-related
68555,November,Sunday,13,Suicide-related
68561,November,Sunday,1,Suicide-related
68564,November,Sunday,1,Suicide-related
68568,November,Sunday,9,Suicide-related
68573,November,Sunday,23,Suicide-related
68574,November,Sunday,16,Suicide-related
68577,November,Sunday,8,Suicide-related
68581,November,Sunday,2,Suicide-related
68586,November,Sunday,14,Suicide-related
68588,November,Sunday,16,Suicide-related
68592,November,Sunday,21,Suicide-related
68593,November,Sunday,10,Suicide-related
68594,November,Sunday,7,Suicide-related
68598,November,Sunday,6,Suicide-related
68610,November,Monday,19,Suicide-related
68613,November,Monday,23,Suicide-related
68618,November,Monday,6,Suicide-related
68625,November,Monday,13,Suicide-related
68637,November,Monday,22,Suicide-related
68639,November,Monday,0,Suicide-related
68641,November,Monday,16,Suicide-related
68648,November,Monday,17,Suicide-related
68655,November,Monday,2,Suicide-related
68659,November,Monday,22,Suicide-related
68662,November,Monday,18,Suicide-related
68664,November,Monday,17,Suicide-related
68666,November,Monday,21,Suicide-related
68667,November,Monday,16,Suicide-related
68669,November,Monday,13,Suicide-related
68674,November,Monday,9,Suicide-related
68676,November,Monday,18,Suicide-related
68677,November,Monday,21,Suicide-related
68686,November,Monday,20,Suicide-related
68689,November,Monday,0,Suicide-related
68691,November,Monday,16,Suicide-related
68692,November,Monday,1,Suicide-related
68696,November,Tuesday,10,Suicide-related
68702,November,Tuesday,15,Suicide-related
68704,November,Tuesday,12,Suicide-related
68708,November,Tuesday,20,Suicide-related
68709,November,Tuesday,11,Suicide-related
68710,November,Tuesday,15,Suicide-related
68713,November,Tuesday,13,Suicide-related
68714,November,Tuesday,11,Suicide-related
68716,November,Tuesday,0,Suicide-related
68718,November,Tuesday,8,Suicide-related
68719,November,Tuesday,12,Suicide-related
68726,November,Tuesday,3,Suicide-related
68727,November,Tuesday,23,Suicide-related
68728,November,Tuesday,0,Suicide-related
68729,November,Tuesday,1,Suicide-related
68730,November,Tuesday,15,Suicide-related
68731,November,Tuesday,11,Suicide-related
68732,November,Tuesday,2,Suicide-related
68733,November,Tuesday,2,Suicide-related
68736,November,Tuesday,22,Suicide-related
68738,November,Tuesday,17,Suicide-related
68740,November,Tuesday,11,Suicide-related
68742,November,Tuesday,17,Suicide-related
68743,November,Tuesday,15,Suicide-related
68746,November,Tuesday,7,Suicide-related
68758,November,Tuesday,17,Suicide-related
68761,November,Wednesday,20,Suicide-related
68762,November,Wednesday,14,Suicide-related
68765,November,Wednesday,14,Suicide-related
68766,November,Wednesday,2,Suicide-related
68769,November,Wednesday,0,Suicide-related
68771,November,Wednesday,11,Suicide-related
68774,November,Wednesday,9,Suicide-related
68777,November,Wednesday,21,Suicide-related
68778,November,Wednesday,7,Suicide-related
68782,November,Wednesday,14,Suicide-related
68790,November,Wednesday,16,Suicide-related
68792,November,Wednesday,1,Suicide-related
68794,November,Wednesday,13,Suicide-related
68803,November,Wednesday,16,Suicide-related
68804,November,Wednesday,21,Suicide-related
68806,November,Wednesday,1,Suicide-related
68809,November,Wednesday,15,Suicide-related
68813,November,Wednesday,0,Suicide-related
68814,November,Wednesday,10,Suicide-related
68817,November,Wednesday,8,Suicide-related
68819,November,Wednesday,14,Suicide-related
68827,December,Thursday,16,Suicide-related
68837,December,Thursday,15,Suicide-related
68839,December,Thursday,9,Suicide-related
68841,December,Thursday,17,Suicide-related
68846,December,Thursday,14,Suicide-related
68850,December,Thursday,1,Suicide-related
68853,December,Thursday,22,Suicide-related
68861,December,Thursday,16,Suicide-related
68865,December,Thursday,12,Suicide-related
68874,December,Thursday,20,Suicide-related
68879,December,Thursday,14,Suicide-related
68882,December,Thursday,9,Suicide-related
68890,December,Friday,22,Suicide-related
68894,December,Friday,23,Suicide-related
68896,December,Friday,15,Suicide-related
68899,December,Friday,9,Suicide-related
68900,December,Friday,5,Suicide-related
68908,December,Friday,10,Suicide-related
68910,December,Friday,21,Suicide-related
68911,December,Friday,14,Suicide-related
68916,December,Friday,19,Suicide-related
68920,December,Friday,18,Suicide-related
68924,December,Friday,14,Suicide-related
68926,December,Friday,22,Suicide-related
68931,December,Friday,13,Suicide-related
68934,December,Friday,22,Suicide-related
68936,December,Friday,11,Suicide-related
68941,December,Friday,22,Suicide-related
68944,December,Friday,9,Suicide-related
68947,December,Friday,12,Suicide-related
68963,December,Saturday,12,Suicide-related
68967,December,Saturday,0,Suicide-related
68968,December,Saturday,19,Suicide-related
68974,December,Saturday,18,Suicide-related
68977,December,Saturday,18,Suicide-related
68978,December,Saturday,3,Suicide-related
68980,December,Saturday,0,Suicide-related
68982,December,Saturday,0,Suicide-related
68983,December,Saturday,6,Suicide-related
68994,December,Saturday,16,Suicide-related
68999,December,Saturday,20,Suicide-related
69002,December,Saturday,2,Suicide-related
69004,December,Saturday,0,Suicide-related
69005,December,Saturday,19,Suicide-related
69007,December,Saturday,16,Suicide-related
69015,December,Saturday,23,Suicide-related
69016,December,Sunday,16,Suicide-related
69021,December,Sunday,19,Suicide-related
69023,December,Sunday,15,Suicide-related
69025,December,Sunday,16,Suicide-related
69027,December,Sunday,19,Suicide-related
69029,December,Sunday,11,Suicide-related
69030,December,Sunday,8,Suicide-related
69031,December,Sunday,17,Suicide-related
69035,December,Sunday,7,Suicide-related
69037,December,Sunday,1,Suicide-related
69041,December,Sunday,2,Suicide-related
69042,December,Sunday,14,Suicide-related
69043,December,Sunday,7,Suicide-related
69046,December,Sunday,7,Suicide-related
69051,December,Sunday,10,Suicide-related
69062,December,Sunday,0,Suicide-related
69066,December,Sunday,20,Suicide-related
69068,December,Sunday,16,Suicide-related
69071,December,Sunday,14,Suicide-related
69077,December,Sunday,22,Suicide-related
69078,December,Sunday,21,Suicide-related
69081,December,Sunday,1,Suicide-related
69085,December,Monday,0,Suicide-related
69087,December,Monday,0,Suicide-related
69090,December,Monday,18,Suicide-related
69092,December,Monday,14,Suicide-related
69095,December,Monday,5,Suicide-related
69099,December,Monday,14,Suicide-related
69103,December,Monday,0,Suicide-related
69104,December,Monday,4,Suicide-related
69115,December,Monday,18,Suicide-related
69125,December,Monday,22,Suicide-related
69136,December,Monday,6,Suicide-related
69143,December,Monday,22,Suicide-related
69145,December,Monday,20,Suicide-related
69155,December,Tuesday,1,Suicide-related
69156,December,Tuesday,15,Suicide-related
69158,December,Tuesday,13,Suicide-related
69170,December,Tuesday,9,Suicide-related
69173,December,Tuesday,13,Suicide-related
69176,December,Tuesday,0,Suicide-related
69183,December,Tuesday,15,Suicide-related
69186,December,Tuesday,16,Suicide-related
69187,December,Tuesday,15,Suicide-related
69191,December,Tuesday,18,Suicide-related
69193,December,Tuesday,11,Suicide-related
69194,December,Tuesday,11,Suicide-related
69196,December,Tuesday,23,Suicide-related
69199,December,Tuesday,11,Suicide-related
69200,December,Tuesday,11,Suicide-related
69204,December,Tuesday,6,Suicide-related
69207,December,Tuesday,15,Suicide-related
69208,December,Tuesday,16,Suicide-related
69210,December,Tuesday,16,Suicide-related
69214,December,Tuesday,20,Suicide-related
69215,December,Tuesday,13,Suicide-related
69218,December,Tuesday,13,Suicide-related
69225,December,Tuesday,9,Suicide-related
69226,December,Tuesday,21,Suicide-related
69230,December,Tuesday,22,Suicide-related
69231,December,Tuesday,13,Suicide-related
69236,December,Tuesday,13,Suicide-related
69241,December,Wednesday,17,Suicide-related
69249,December,Wednesday,3,Suicide-related
69251,December,Wednesday,10,Suicide-related
69252,December,Wednesday,10,Suicide-related
69254,December,Wednesday,21,Suicide-related
69258,December,Wednesday,22,Suicide-related
69260,December,Wednesday,14,Suicide-related
69262,December,Wednesday,22,Suicide-related
69264,December,Wednesday,14,Suicide-related
69266,December,Wednesday,16,Suicide-related
69267,December,Wednesday,16,Suicide-related
69269,December,Wednesday,0,Suicide-related
69272,December,Wednesday,12,Suicide-related
69277,December,Wednesday,12,Suicide-related
69278,December,Wednesday,14,Suicide-related
69284,December,Wednesday,23,Suicide-related
69285,December,Wednesday,15,Suicide-related
69291,December,Wednesday,13,Suicide-related
69294,December,Wednesday,16,Suicide-related
69295,December,Wednesday,13,Suicide-related
69296,December,Wednesday,20,Suicide-related
69297,December,Wednesday,12,Suicide-related
69299,December,Wednesday,0,Suicide-related
69304,December,Wednesday,20,Suicide-related
69305,December,Wednesday,19,Suicide-related
69308,December,Wednesday,16,Suicide-related
69310,December,Wednesday,12,Suicide-related
69314,December,Thursday,11,Suicide-related
69315,December,Thursday,2,Suicide-related
69317,December,Thursday,9,Suicide-related
69322,December,Thursday,11,Suicide-related
69323,December,Thursday,16,Suicide-related
69325,December,Thursday,14,Suicide-related
69327,December,Thursday,12,Suicide-related
69334,December,Thursday,18,Suicide-related
69336,December,Thursday,20,Suicide-related
69338,December,Thursday,15,Suicide-related
69344,December,Thursday,21,Suicide-related
69345,December,Thursday,15,Suicide-related
69351,December,Thursday,14,Suicide-related
69355,December,Thursday,12,Suicide-related
69357,December,Thursday,1,Suicide-related
69360,December,Thursday,18,Suicide-related
69372,December,Thursday,20,Suicide-related
69375,December,Thursday,12,Suicide-related
69376,December,Thursday,22,Suicide-related
69385,December,Friday,22,Suicide-related
69387,December,Friday,22,Suicide-related
69392,December,Friday,18,Suicide-related
69395,December,Friday,21,Suicide-related
69396,December,Friday,0,Suicide-related
69398,December,Friday,11,Suicide-related
69401,December,Friday,21,Suicide-related
69403,December,Friday,21,Suicide-related
69407,December,Friday,11,Suicide-related
69410,December,Friday,9,Suicide-related
69412,December,Friday,23,Suicide-related
69416,December,Friday,8,Suicide-related
69417,December,Friday,12,Suicide-related
69419,December,Friday,22,Suicide-related
69421,December,Friday,1,Suicide-related
69427,December,Friday,19,Suicide-related
69434,December,Friday,11,Suicide-related
69439,December,Saturday,23,Suicide-related
69441,December,Saturday,18,Suicide-related
69442,December,Saturday,0,Suicide-related
69444,December,Saturday,4,Suicide-related
69449,December,Saturday,10,Suicide-related
69453,December,Saturday,21,Suicide-related
69454,December,Saturday,0,Suicide-related
69462,December,Saturday,3,Suicide-related
69464,December,Saturday,1,Suicide-related
69466,December,Saturday,2,Suicide-related
69467,December,Saturday,9,Suicide-related
69470,December,Saturday,5,Suicide-related
69471,December,Saturday,18,Suicide-related
69472,December,Saturday,0,Suicide-related
69474,December,Saturday,1,Suicide-related
69475,December,Saturday,18,Suicide-related
69480,December,Saturday,1,Suicide-related
69483,December,Saturday,13,Suicide-related
69484,December,Saturday,0,Suicide-related
69485,December,Saturday,7,Suicide-related
69489,December,Saturday,1,Suicide-related
69501,December,Sunday,2,Suicide-related
69502,December,Sunday,19,Suicide-related
69504,December,Sunday,17,Suicide-related
69506,December,Sunday,16,Suicide-related
69507,December,Sunday,23,Suicide-related
69509,December,Sunday,10,Suicide-related
69514,December,Sunday,10,Suicide-related
69517,December,Sunday,22,Suicide-related
69518,December,Sunday,4,Suicide-related
69519,December,Sunday,23,Suicide-related
69527,December,Sunday,20,Suicide-related
69528,December,Sunday,4,Suicide-related
69531,December,Sunday,19,Suicide-related
69532,December,Sunday,12,Suicide-related
69533,December,Sunday,0,Suicide-related
69535,December,Sunday,19,Suicide-related
69537,December,Sunday,1,Suicide-related
69538,December,Sunday,17,Suicide-related
69540,December,Monday,18,Suicide-related
69543,December,Monday,18,Suicide-related
69548,December,Monday,9,Suicide-related
69549,December,Monday,1,Suicide-related
