objectid,event_type,hood_158
3778,Suicide-related,171
3779,Suicide-related,59
3780,Suicide-related,136
3781,Suicide-related,80
3782,Suicide-related,107
3801,Suicide-related,149
3808,Suicide-related,85
3812,Suicide-related,73
3815,Suicide-related,115
3817,Suicide-related,174
3827,Suicide-related,162
3833,Suicide-related,34
3837,Suicide-related,128
3842,Suicide-related,126
3845,Suicide-related,50
3848,Suicide-related,25
3849,Suicide-related,74
3850,Suicide-related,61
3851,Suicide-related,50
3860,Suicide-related,16
3862,Suicide-related,110
3863,Suicide-related,124
3869,Suicide-related,31
3878,Suicide-related,1
3888,Suicide-related,135
3892,Suicide-related,70
3896,Suicide-related,120
3897,Suicide-related,78
3901,Suicide-related,85
3903,Suicide-related,95
3907,Suicide-related,29
3910,Suicide-related,83
3911,Suicide-related,165
3915,Suicide-related,108
3917,Suicide-related,57
3921,Suicide-related,68
3923,Suicide-related,78
3924,Suicide-related,163
3926,Suicide-related,148
3928,Suicide-related,100
3929,Suicide-related,27
3933,Suicide-related,78
3934,Suicide-related,98
3935,Suicide-related,73
3937,Suicide-related,172
3938,Suicide-related,85
3940,Suicide-related,80
3941,Suicide-related,157
3943,Suicide-related,39
3949,Suicide-related,126
3955,Suicide-related,106
3957,Suicide-related,74
3958,Suicide-related,86
3963,Suicide-related,166
3968,Suicide-related,162
3969,Suicide-related,174
3972,Suicide-related,27
3973,Suicide-related,135
3974,Suicide-related,63
3975,Suicide-related,152
3978,Suicide-related,71
3979,Suicide-related,168
3982,Suicide-related,63
3984,Suicide-related,170
3985,Suicide-related,168
3992,Suicide-related,50
3994,Suicide-related,92
3995,Suicide-related,1
3999,Suicide-related,100
4004,Suicide-related,86
4005,Suicide-related,32
4009,Suicide-related,115
4011,Suicide-related,126
4012,Suicide-related,149
4019,Suicide-related,83
4021,Suicide-related,85
4023,Suicide-related,170
4024,Suicide-related,32
4030,Suicide-related,70
4043,Suicide-related,157
4046,Suicide-related,141
4051,Suicide-related,78
4057,Suicide-related,70
4060,Suicide-related,28
4063,Suicide-related,3
4065,Suicide-related,1
4067,Suicide-related,3
4069,Suicide-related,33
4074,Suicide-related,70
4080,Suicide-related,135
4085,Suicide-related,73
4089,Suicide-related,167
4092,Suicide-related,50
4096,Suicide-related,54
4097,Suicide-related,36
4099,Suicide-related,170
4101,Suicide-related,39
4103,Suicide-related,79
4104,Suicide-related,38
4110,Suicide-related,91
4113,Suicide-related,32
4115,Suicide-related,138
4116,Suicide-related,123
4117,Suicide-related,101
4120,Suicide-related,91
4127,Suicide-related,162
4128,Suicide-related,170
4130,Suicide-related,160
4131,Suicide-related,54
4132,Suicide-related,170
4145,Suicide-related,119
4148,Suicide-related,125
4150,Suicide-related,74
4151,Suicide-related,118
4152,Suicide-related,88
4153,Suicide-related,78
4157,Suicide-related,73
4170,Suicide-related,126
4172,Suicide-related,171
4173,Suicide-related,63
4174,Suicide-related,160
4176,Suicide-related,63
4179,Suicide-related,85
4180,Suicide-related,87
4183,Suicide-related,64
4185,Suicide-related,142
4188,Suicide-related,33
4189,Suicide-related,164
4193,Suicide-related,126
4194,Suicide-related,2
4196,Suicide-related,74
4204,Suicide-related,107
4210,Suicide-related,101
4211,Suicide-related,128
4214,Suicide-related,36
4215,Suicide-related,74
4217,Suicide-related,135
4218,Suicide-related,7
4219,Suicide-related,141
4220,Suicide-related,113
4225,Suicide-related,12
4233,Suicide-related,9
4234,Suicide-related,143
4236,Suicide-related,116
4241,Suicide-related,92
4247,Suicide-related,67
4251,Suicide-related,146
4253,Suicide-related,12
4262,Suicide-related,27
4267,Suicide-related,25
4271,Suicide-related,98
4273,Suicide-related,159
4277,Suicide-related,25
4279,Suicide-related,54
4280,Suicide-related,171
4284,Suicide-related,171
4285,Suicide-related,158
4288,Suicide-related,122
4290,Suicide-related,119
4294,Suicide-related,94
4295,Suicide-related,141
4297,Suicide-related,140
4306,Suicide-related,124
4311,Suicide-related,92
4312,Suicide-related,167
4314,Suicide-related,136
4320,Suicide-related,33
4321,Suicide-related,87
4322,Suicide-related,170
4325,Suicide-related,16
4326,Suicide-related,79
4331,Suicide-related,78
4332,Suicide-related,27
4335,Suicide-related,23
4344,Suicide-related,142
4350,Suicide-related,33
4355,Suicide-related,141
4357,Suicide-related,80
4359,Suicide-related,91
4364,Suicide-related,25
4365,Suicide-related,78
4368,Suicide-related,165
4369,Suicide-related,167
4374,Suicide-related,64
4378,Suicide-related,170
4381,Suicide-related,106
4384,Suicide-related,94
4387,Suicide-related,170
4389,Suicide-related,126
4399,Suicide-related,87
4402,Suicide-related,167
4406,Suicide-related,166
4412,Suicide-related,73
4414,Suicide-related,124
4417,Suicide-related,141
4421,Suicide-related,73
4426,Suicide-related,39
4429,Suicide-related,70
4432,Suicide-related,32
4433,Suicide-related,73
4434,Suicide-related,71
4439,Suicide-related,115
4440,Suicide-related,12
4441,Suicide-related,166
4442,Suicide-related,172
4445,Suicide-related,90
4446,Suicide-related,33
4448,Suicide-related,160
4450,Suicide-related,95
4453,Suicide-related,167
4458,Suicide-related,163
4460,Suicide-related,168
4462,Suicide-related,73
4466,Suicide-related,21
4467,Suicide-related,138
4469,Suicide-related,100
4471,Suicide-related,142
4472,Suicide-related,153
4480,Suicide-related,174
4481,Suicide-related,78
4482,Suicide-related,91
4484,Suicide-related,135
4491,Suicide-related,68
4496,Suicide-related,84
4499,Suicide-related,171
4500,Suicide-related,138
4501,Suicide-related,141
4503,Suicide-related,143
4505,Suicide-related,143
4506,Suicide-related,167
4509,Suicide-related,36
4510,Suicide-related,18
4512,Suicide-related,159
4515,Suicide-related,121
4517,Suicide-related,139
4520,Suicide-related,73
4525,Suicide-related,106
4527,Suicide-related,78
4531,Suicide-related,25
4536,Suicide-related,122
4542,Suicide-related,78
4544,Suicide-related,1
4549,Suicide-related,10
4550,Suicide-related,37
4552,Suicide-related,170
4553,Suicide-related,39
4564,Suicide-related,158
4566,Suicide-related,80
4569,Suicide-related,33
4571,Suicide-related,119
4578,Suicide-related,73
4580,Suicide-related,170
4582,Suicide-related,146
4583,Suicide-related,31
4584,Suicide-related,36
4587,Suicide-related,109
4588,Suicide-related,111
4593,Suicide-related,27
4595,Suicide-related,170
4596,Suicide-related,115
4598,Suicide-related,160
4599,Suicide-related,174
4600,Suicide-related,57
4608,Suicide-related,135
4617,Suicide-related,36
4621,Suicide-related,85
4622,Suicide-related,69
4624,Suicide-related,72
4625,Suicide-related,135
4626,Suicide-related,173
4629,Suicide-related,38
4634,Suicide-related,100
4636,Suicide-related,85
4637,Suicide-related,122
4638,Suicide-related,106
4658,Suicide-related,130
4665,Suicide-related,113
4671,Suicide-related,58
4672,Suicide-related,126
4679,Suicide-related,166
4680,Suicide-related,68
4684,Suicide-related,7
4686,Suicide-related,141
4687,Suicide-related,47
4689,Suicide-related,141
4691,Suicide-related,95
4693,Suicide-related,145
4695,Suicide-related,95
4698,Suicide-related,11
4704,Suicide-related,73
4706,Suicide-related,142
4708,Suicide-related,138
4711,Suicide-related,23
4717,Suicide-related,27
4721,Suicide-related,166
4722,Suicide-related,52
4727,Suicide-related,31
4730,Suicide-related,107
4731,Suicide-related,166
4732,Suicide-related,155
4733,Suicide-related,155
4734,Suicide-related,166
4737,Suicide-related,23
4740,Suicide-related,100
4741,Suicide-related,122
4746,Suicide-related,105
4749,Suicide-related,87
4752,Suicide-related,174
4763,Suicide-related,163
4764,Suicide-related,83
4766,Suicide-related,10
4770,Suicide-related,78
4778,Suicide-related,10
4781,Suicide-related,143
4797,Suicide-related,156
4799,Suicide-related,33
4800,Suicide-related,63
4801,Suicide-related,146
4811,Suicide-related,159
4816,Suicide-related,66
4820,Suicide-related,94
4823,Suicide-related,100
4826,Suicide-related,47
4828,Suicide-related,111
4830,Suicide-related,35
4845,Suicide-related,136
4846,Suicide-related,164
4850,Suicide-related,1
4852,Suicide-related,103
4854,Suicide-related,160
4856,Suicide-related,74
4857,Suicide-related,169
4858,Suicide-related,56
4864,Suicide-related,27
4865,Suicide-related,22
4869,Suicide-related,173
4870,Suicide-related,43
4871,Suicide-related,40
4878,Suicide-related,2
4881,Suicide-related,88
4885,Suicide-related,40
4890,Suicide-related,87
4892,Suicide-related,52
4908,Suicide-related,136
4910,Suicide-related,88
4912,Suicide-related,151
4915,Suicide-related,78
4920,Suicide-related,65
4923,Suicide-related,83
4924,Suicide-related,158
4929,Suicide-related,53
4930,Suicide-related,37
4933,Suicide-related,120
4935,Suicide-related,1
4937,Suicide-related,164
4939,Suicide-related,167
4941,Suicide-related,78
4951,Suicide-related,85
4955,Suicide-related,114
4958,Suicide-related,13
4959,Suicide-related,84
4965,Suicide-related,71
4968,Suicide-related,121
4969,Suicide-related,74
4970,Suicide-related,33
4975,Suicide-related,154
4979,Suicide-related,98
4980,Suicide-related,73
4982,Suicide-related,123
4984,Suicide-related,23
4985,Suicide-related,27
4986,Suicide-related,107
4987,Suicide-related,11
4998,Suicide-related,62
5010,Suicide-related,42
5020,Suicide-related,147
5023,Suicide-related,18
5024,Suicide-related,28
5028,Suicide-related,170
5029,Suicide-related,54
5036,Suicide-related,163
5037,Suicide-related,35
5039,Suicide-related,70
5041,Suicide-related,1
5045,Suicide-related,36
5051,Suicide-related,22
5052,Suicide-related,88
5055,Suicide-related,111
5056,Suicide-related,171
5063,Suicide-related,170
5065,Suicide-related,160
5066,Suicide-related,66
5068,Suicide-related,140
5078,Suicide-related,160
5079,Suicide-related,138
5080,Suicide-related,2
5082,Suicide-related,160
5095,Suicide-related,139
5097,Suicide-related,70
5098,Suicide-related,87
5099,Suicide-related,53
5107,Suicide-related,128
5109,Suicide-related,15
5110,Suicide-related,85
5112,Suicide-related,170
5114,Suicide-related,5
5116,Suicide-related,63
5126,Suicide-related,85
5129,Suicide-related,62
5131,Suicide-related,70
5132,Suicide-related,43
5134,Suicide-related,121
5135,Suicide-related,34
5137,Suicide-related,54
5138,Suicide-related,59
5144,Suicide-related,95
5148,Suicide-related,171
5149,Suicide-related,166
5151,Suicide-related,73
5155,Suicide-related,171
5158,Suicide-related,139
5162,Suicide-related,87
5168,Suicide-related,22
5172,Suicide-related,71
5176,Suicide-related,165
5177,Suicide-related,111
5179,Suicide-related,92
5180,Suicide-related,125
5183,Suicide-related,57
5186,Suicide-related,110
5187,Suicide-related,155
5188,Suicide-related,167
5189,Suicide-related,27
5193,Suicide-related,170
5205,Suicide-related,2
5210,Suicide-related,54
5215,Suicide-related,38
5217,Suicide-related,171
5218,Suicide-related,100
5219,Suicide-related,47
5220,Suicide-related,71
5224,Suicide-related,118
5226,Suicide-related,40
5234,Suicide-related,27
5244,Suicide-related,74
5246,Suicide-related,59
5251,Suicide-related,72
5254,Suicide-related,8
5255,Suicide-related,47
5259,Suicide-related,85
5262,Suicide-related,168
5264,Suicide-related,2
5266,Suicide-related,107
5271,Suicide-related,32
5275,Suicide-related,16
5280,Suicide-related,124
5281,Suicide-related,1
5282,Suicide-related,119
5289,Suicide-related,120
5290,Suicide-related,136
5294,Suicide-related,103
5295,Suicide-related,100
5296,Suicide-related,142
5298,Suicide-related,70
5302,Suicide-related,25
5307,Suicide-related,20
5311,Suicide-related,167
5314,Suicide-related,141
5315,Suicide-related,115
5316,Suicide-related,5
5318,Suicide-related,167
5319,Suicide-related,142
5320,Suicide-related,111
5323,Suicide-related,23
5324,Suicide-related,101
5326,Suicide-related,27
5335,Suicide-related,141
5337,Suicide-related,110
5341,Suicide-related,133
5343,Suicide-related,168
5345,Suicide-related,36
5347,Suicide-related,161
5348,Suicide-related,147
5349,Suicide-related,135
5352,Suicide-related,44
5354,Suicide-related,90
5355,Suicide-related,61
5356,Suicide-related,61
5358,Suicide-related,13
5359,Suicide-related,123
5364,Suicide-related,27
5365,Suicide-related,110
5368,Suicide-related,170
5371,Suicide-related,90
5372,Suicide-related,171
5373,Suicide-related,171
5374,Suicide-related,2
5376,Suicide-related,34
5377,Suicide-related,73
5381,Suicide-related,1
5384,Suicide-related,36
5389,Suicide-related,7
5391,Suicide-related,62
5392,Suicide-related,164
5402,Suicide-related,30
5404,Suicide-related,39
5407,Suicide-related,85
5415,Suicide-related,7
5416,Suicide-related,167
5421,Suicide-related,42
5422,Suicide-related,63
5423,Suicide-related,74
5424,Suicide-related,167
5430,Suicide-related,166
5437,Suicide-related,111
5440,Suicide-related,170
5443,Suicide-related,34
5444,Suicide-related,170
5445,Suicide-related,55
5446,Suicide-related,56
5453,Suicide-related,163
5460,Suicide-related,27
5464,Suicide-related,8
5469,Suicide-related,65
5470,Suicide-related,85
5472,Suicide-related,79
5477,Suicide-related,136
5478,Suicide-related,9
5480,Suicide-related,166
5485,Suicide-related,43
5488,Suicide-related,27
5489,Suicide-related,18
5507,Suicide-related,122
5508,Suicide-related,86
5520,Suicide-related,68
5521,Suicide-related,25
5528,Suicide-related,124
5532,Suicide-related,166
5533,Suicide-related,78
5534,Suicide-related,5
5535,Suicide-related,98
5536,Suicide-related,97
5539,Suicide-related,92
5541,Suicide-related,79
5544,Suicide-related,89
5555,Suicide-related,110
5561,Suicide-related,62
5565,Suicide-related,11
5578,Suicide-related,164
5598,Suicide-related,73
5599,Suicide-related,7
5601,Suicide-related,113
5603,Suicide-related,168
5604,Suicide-related,70
5606,Suicide-related,123
5608,Suicide-related,1
5609,Suicide-related,120
5614,Suicide-related,129
5620,Suicide-related,24
5624,Suicide-related,111
5625,Suicide-related,167
5627,Suicide-related,73
5634,Suicide-related,128
5639,Suicide-related,143
5640,Suicide-related,159
5641,Suicide-related,30
5642,Suicide-related,18
5645,Suicide-related,120
5647,Suicide-related,166
5648,Suicide-related,73
5649,Suicide-related,88
5661,Suicide-related,65
5665,Suicide-related,46
5666,Suicide-related,60
5668,Suicide-related,90
5670,Suicide-related,74
5677,Suicide-related,33
5679,Suicide-related,170
5680,Suicide-related,173
5688,Suicide-related,73
5697,Suicide-related,122
5698,Suicide-related,109
5700,Suicide-related,153
5707,Suicide-related,50
5709,Suicide-related,38
5717,Suicide-related,168
5719,Suicide-related,100
5720,Suicide-related,71
5721,Suicide-related,166
5723,Suicide-related,22
5724,Suicide-related,74
5727,Suicide-related,33
5730,Suicide-related,110
5733,Suicide-related,169
5734,Suicide-related,168
5737,Suicide-related,135
5742,Suicide-related,87
5748,Suicide-related,24
5749,Suicide-related,109
5750,Suicide-related,43
5754,Suicide-related,142
5757,Suicide-related,98
5765,Suicide-related,166
5774,Suicide-related,71
5782,Suicide-related,54
5783,Suicide-related,83
5785,Suicide-related,73
5789,Suicide-related,48
5790,Suicide-related,87
5794,Suicide-related,124
5797,Suicide-related,124
5798,Suicide-related,73
5801,Suicide-related,116
5802,Suicide-related,73
5804,Suicide-related,6
5805,Suicide-related,111
5814,Suicide-related,158
5816,Suicide-related,78
5818,Suicide-related,98
5827,Suicide-related,164
5828,Suicide-related,159
5833,Suicide-related,141
5839,Suicide-related,73
5858,Suicide-related,60
5859,Suicide-related,70
5861,Suicide-related,73
5862,Suicide-related,107
5867,Suicide-related,35
5870,Suicide-related,29
5877,Suicide-related,65
5879,Suicide-related,159
5880,Suicide-related,73
5884,Suicide-related,121
5887,Suicide-related,78
5889,Suicide-related,8
5890,Suicide-related,164
5894,Suicide-related,136
5896,Suicide-related,18
5897,Suicide-related,162
5899,Suicide-related,159
5900,Suicide-related,78
5904,Suicide-related,168
5912,Suicide-related,170
5914,Suicide-related,170
5915,Suicide-related,95
5918,Suicide-related,85
5924,Suicide-related,98
5928,Suicide-related,48
5929,Suicide-related,9
5932,Suicide-related,84
5934,Suicide-related,87
5941,Suicide-related,158
5942,Suicide-related,33
5943,Suicide-related,98
5949,Suicide-related,170
5952,Suicide-related,25
5957,Suicide-related,7
5963,Suicide-related,164
5964,Suicide-related,167
5968,Suicide-related,98
5970,Suicide-related,166
5978,Suicide-related,169
5981,Suicide-related,60
5983,Suicide-related,155
5986,Suicide-related,73
5992,Suicide-related,120
5993,Suicide-related,6
5995,Suicide-related,89
6020,Suicide-related,52
6022,Suicide-related,55
